index,date,Logon attempts,attachments,after_hour_logon,After_hour_emails,after_hour_connect,after_hour_disconnect,Negative,Neutral,Positive,files_copied,files_cop_after_hr,external,user,Malicious_count,Non_malicious_count,label,recon_error
408,2010-01-06,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NAH0503,0.0,162.0,0,0.002909568416206914
423,2010-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NMB0972,0.0,0.0,0,0.0006563366845871546
350,2010-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CFM0767,0.0,0.0,0,0.0006563366845871546
150,04-19-2010,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,SCP0130,0.0,0.0,0,0.0007667906740671672
114,03-23-2011,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,CCM0855,0.0,0.0,0,0.007025476711599502
247,08-09-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,JCR0289,0.0,0.0,0,0.0007174910600358807
461,2010-04-27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KLM0639,0.0,29.0,0,0.0012063608641739755
766,2011-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MHA0798,0.0,0.0,0,0.0006563366845871546
715,2010-08-14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CTR0341,6.0,23.0,0,0.001341335656444443
770,2011-03-02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAW0166,0.0,143.0,0,0.003430238189041115
482,2010-05-18,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH0799,0.0,95.0,0,0.0018105322847083046
295,10-15-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,MAE0331,0.0,0.0,0,0.008369490514238595
801,2011-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LJT0817,0.0,0.0,0,0.0006563366845871546
435,2010-04-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NCK0421,0.0,95.0,0,0.0013933763156503572
70,02-21-2011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,AKH0758,0.0,0.0,0,0.000974883978962369
251,2010-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OLB0749,0.0,0.0,0,0.0006563366845871546
52,02-08-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,CXC0336,0.0,0.0,0,0.0019881957849228675
345,12-30-2010,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,RDT0424,0.0,0.0,0,0.0036712822137282245
141,04-12-2011,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,PDW0259,0.0,0.0,0,0.007333494420554409
183,05-12-2010,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,0.0,0.0,0.0,LEM0605,0.0,0.0,0,0.00514685213763816
175,05-06-2010,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,AMV0036,0.0,0.0,0,0.007270941621566001
394,2010-02-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KJA0152,0.0,114.0,0,0.0018800847327214072
635,2010-06-22,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CJM0521,2.0,27.0,0,0.0014715081617925167
251,08-13-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TAC0300,0.0,0.0,0,0.0007174910600358807
551,2010-06-21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,JDF0593,0.0,10.0,0,0.003179709850312749
413,2010-03-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCR0554,0.0,95.0,0,0.0017031235156933
373,2010-01-29,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAD0753,0.0,162.0,0,0.0043901658703650055
592,2010-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAW0353,0.0,0.0,0,0.0006563366845871546
393,2010-02-18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HSD0457,0.0,10.0,0,0.002282478836020257
89,03-05-2010,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,CPG0322,0.0,0.0,0,0.003351707866331333
362,2010-01-18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MHG0244,0.0,95.0,0,0.0013933763156503572
423,2010-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QOS0878,0.0,0.0,0,0.0006563366845871546
549,2010-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KWC0004,0.0,0.0,0,0.0006563366845871546
406,10-31-2010,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,LBF0214,0.0,0.0,0,0.003223582705412328
330,12-07-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FRR0832,0.0,0.0,0,0.0007174910600358807
98,03-11-2011,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,GJT0386,0.0,0.0,0,0.003844342523962953
238,07-27-2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,FWM0707,0.0,0.0,0,0.00063811081392296
385,2010-02-10,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOF0808,0.0,95.0,0,0.00249930225417243
761,2010-09-28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HLH0512,0.0,29.0,0,0.0012063608641739755
440,2010-04-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CJG0470,0.0,10.0,0,0.0013962155414905951
624,2010-10-07,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MJM0510,0.0,29.0,0,0.0016551391164298312
198,05-14-2010,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,MPT0376,0.0,0.0,0,0.004374930451289377
548,2010-07-23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BSS0463,0.0,10.0,0,0.0013962155414905951
97,02-28-2011,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,BBS0422,0.0,0.0,0,0.004948434002322021
748,2010-10-26,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,BDI0533,0.0,30.0,0,0.002214457972726738
149,04-18-2011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,SCP0130,0.0,0.0,0,0.000974883978962369
271,09-13-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,DKB0631,0.0,0.0,0,0.001988186830316222
395,2010-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JCG0316,0.0,0.0,0,0.0006563366845871546
83,03-02-2010,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,ASG0048,0.0,0.0,0,0.006679013274898805
89,03-04-2011,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,CRK0916,0.0,0.0,0,0.004601839779277162
841,2011-05-12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UCS0227,0.0,95.0,0,0.0013933763156503572
603,2010-09-16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JER0404,14.0,81.0,0,0.002175408332774122
618,2010-09-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PNH0761,0.0,27.0,0,0.0012227379561102255
314,11-11-2010,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,KRM0541,0.0,0.0,0,0.004374930451289377
137,04-08-2011,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,ENL0100,0.0,0.0,0,0.0040808032586966995
236,08-26-2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,NRO0768,0.0,0.0,0,0.000974883978962369
75,02-24-2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ORB0473,0.0,0.0,0,0.00063811081392296
335,12-14-2010,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,9.0,0.0,0.0,0.0,KAT0489,0.0,0.0,0,0.0034719491069753
407,2010-03-04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAH0599,0.0,10.0,0,0.0013962155414905951
789,2011-03-21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GCC0744,15.0,147.0,0,0.004669752730249696
535,2011-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAS0442,0.0,0.0,0,0.0006563366845871546
5,01-11-2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,SEJ0677,0.0,0.0,0,0.002927264930554713
613,2010-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLH0703,0.0,0.0,0,0.0006563366845871546
694,2011-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAB0143,0.0,0.0,0,0.0006563366845871546
181,05-11-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,HGH0595,0.0,0.0,0,0.0007174910600358807
468,2010-05-04,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCH0182,0.0,29.0,0,0.002101424497589517
332,12-09-2010,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,AOS0987,0.0,0.0,0,0.00575274861820872
444,12-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,ESJ0670,0.0,0.0,0,0.0062174383634771724
789,2011-03-21,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RFP0380,0.0,95.0,0,0.0018105322847083046
215,06-23-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NIH0969,0.0,0.0,0,0.0007174910600358807
548,2010-07-23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WJD0576,0.0,10.0,0,0.0013962142613214744
83,02-18-2010,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,OBH0499,0.0,0.0,0,0.003548466788654492
815,2011-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YIC0195,0.0,0.0,0,0.0006563366845871546
562,2010-08-04,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRO0027,9.0,91.0,0,0.001329332863725814
612,2010-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GZB0469,0.0,0.0,0,0.0006563366845871546
247,08-09-2010,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,7.0,0.0,0.0,0.0,GMF0738,0.0,0.0,0,0.008061905544663009
844,2011-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAM0636,0.0,0.0,0,0.0006563366845871546
390,2010-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDA0684,0.0,0.0,0,0.0006563366845871546
668,2010-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DSM0591,0.0,0.0,0,0.0006563366845871546
301,10-25-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ASV0946,0.0,0.0,0,0.0007174910600358807
745,2011-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WVB0539,0.0,0.0,0,0.0006563366845871546
783,2011-03-15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGB0186,0.0,29.0,0,0.0012063608641739755
679,2010-12-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WGR0833,0.0,10.0,0,0.0013962155414905951
623,2010-10-06,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLP0668,0.0,95.0,0,0.0018105322847083046
465,2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH0799,0.0,0.0,0,0.0006563366845871546
221,07-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.0,0.0,0.0,BAM0611,0.0,0.0,0,0.004868151084265568
226,07-02-2010,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,CJF0802,0.0,0.0,0,0.00575274861820872
516,2010-06-21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KRL0062,0.0,114.0,0,0.0018800847327214072
